Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,total_pages,total_duration,product_related_ratio,avg_time_per_page,is_special_period
0,0.0,0,0.0,2,32.0,0.0,0.1,0.0,0.0,Feb,OS_2,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,2,32.0,1.0,16.0,0
0,0.0,0,0.0,20,2981.166667,0.0,0.01,0.0,0.0,Feb,OS_2,Browser_4,Region_4,Traffic_4,Returning_Visitor,0,0,20,2981.166667,1.0,149.05833335,0
0,0.0,0,0.0,8,136.1666667,0.0,0.008333333,0.0,1.0,Feb,OS_2,Browser_2,Region_5,Traffic_1,Returning_Visitor,1,0,8,136.1666667,1.0,17.0208333375,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Feb,OS_3,Browser_3,Region_1,Traffic_3,Returning_Visitor,0,0,2,0.0,1.0,0.0,0
0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,Feb,OS_3,Browser_2,Region_1,Traffic_5,Returning_Visitor,0,0,3,105.0,1.0,35.0,0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.8,Feb,OS_2,Browser_4,Region_1,Traffic_3,Returning_Visitor,0,0,2,15.0,1.0,7.5,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_2,Browser_2,Region_4,Traffic_1,Returning_Visitor,1,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,Feb,OS_1,Browser_1,Region_9,Traffic_3,Returning_Visitor,0,0,5,156.0,1.0,31.2,0
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,Feb,OS_2,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,36,1200.0444439999999,0.8888888888888888,33.334567888888884,0
0,0.0,0,0.0,4,76.0,0.05,0.1,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,4,76.0,1.0,19.0,0
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,Feb,OS_2,Browser_6,Region_1,Traffic_3,Returning_Visitor,0,0,4,63.0,1.0,15.75,1
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,Feb,OS_3,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,47,1588.75,0.9574468085106383,33.8031914893617,1
0,0.0,0,0.0,2,35.0,0.0,0.1,0.0,0.0,Feb,OS_1,Browser_1,Region_6,Traffic_3,Returning_Visitor,0,0,2,35.0,1.0,17.5,0
0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,Feb,OS_1,Browser_2,Region_6,Traffic_6,Returning_Visitor,1,0,3,78.0,1.0,26.0,0
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,Feb,OS_2,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,8,209.5,1.0,26.1875,0
0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,Feb,OS_1,Browser_1,Region_3,Traffic_1,Returning_Visitor,0,0,10,183.6666667,1.0,18.36666667,0
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,Feb,OS_2,Browser_2,Region_1,Traffic_1,Returning_Visitor,0,0,14,380.5,1.0,27.178571428571427,0
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,OS_2,Browser_2,Region_7,Traffic_1,Returning_Visitor,0,0,52,2086.242857,1.0,40.120054942307696,0
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,Feb,OS_3,Browser_2,Region_1,Traffic_4,Returning_Visitor,1,0,8,388.0,1.0,48.5,0
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,Feb,OS_2,Browser_2,Region_8,Traffic_4,Returning_Visitor,0,0,7,316.0,0.7142857142857143,45.142857142857146,1
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,Feb,OS_2,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,7,63.0,1.0,9.0,1
0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,Feb,OS_2,Browser_5,Region_1,Traffic_6,Returning_Visitor,0,0,9,482.0,1.0,53.55555555555556,0
1,9.0,0,0.0,46,4084.393939,0.0,0.001794872,0.0,0.0,Feb,OS_2,Browser_2,Region_8,Traffic_4,Returning_Visitor,0,0,47,4093.393939,0.9787234042553191,87.09348806382978,0
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,Feb,OS_1,Browser_1,Region_3,Traffic_2,Returning_Visitor,0,0,3,22.0,1.0,7.333333333333333,1
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,Feb,OS_1,Browser_1,Region_4,Traffic_4,Returning_Visitor,0,0,15,310.1666667,1.0,20.67777778,0
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,Feb,OS_3,Browser_2,Region_2,Traffic_3,Returning_Visitor,0,0,2,34.0,1.0,17.0,1
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,Feb,OS_4,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,4,88.0,1.0,22.0,0
0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,Feb,OS_2,Browser_5,Region_1,Traffic_4,Returning_Visitor,0,0,22,622.25,1.0,28.28409090909091,1
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_2,Returning_Visitor,0,0,14,222.4,1.0,15.885714285714286,0
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,Feb,OS_3,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,3,80.0,1.0,26.666666666666668,1
0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,Feb,OS_3,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,11,800.8333333,1.0,72.8030303,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,OS_2,Browser_2,Region_3,Traffic_2,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_1,Browser_1,Region_3,Traffic_4,Returning_Visitor,1,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,Feb,OS_3,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,12,265.1666667,1.0,22.097222225,1
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,Feb,OS_2,Browser_4,Region_4,Traffic_2,Returning_Visitor,1,0,2,29.0,1.0,14.5,1
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,Feb,OS_4,Browser_2,Region_2,Traffic_3,Returning_Visitor,0,0,4,160.0,1.0,40.0,0
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,Feb,OS_3,Browser_3,Region_1,Traffic_4,Returning_Visitor,0,0,4,135.6666667,1.0,33.916666675,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,OS_2,Browser_4,Region_1,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,OS_3,Browser_2,Region_3,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
4,56.0,2,120.0,36,998.7416667,0.0,0.014736467,19.44707913,0.2,Feb,OS_2,Browser_2,Region_4,Traffic_1,Returning_Visitor,0,0,42,1174.7416667,0.8571428571428571,27.970039683333333,1
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,Feb,OS_2,Browser_6,Region_6,Traffic_3,Returning_Visitor,0,0,4,104.0,1.0,26.0,1
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,Feb,OS_2,Browser_4,Region_2,Traffic_1,Returning_Visitor,0,0,18,397.6865079,0.8888888888888888,22.09369488333333,1
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,Feb,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,6,169.0,1.0,28.166666666666668,1
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,8,400.8,1.0,50.1,0
12,279.4166667,0,0.0,42,1553.583333,0.009,0.019666667,38.30849268,0.0,Feb,OS_1,Browser_1,Region_3,Traffic_2,Returning_Visitor,0,0,54,1832.9999997,0.7777777777777778,33.94444443888889,0
0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,Feb,OS_2,Browser_2,Region_5,Traffic_4,Returning_Visitor,1,0,14,706.5,1.0,50.464285714285715,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_2,Browser_2,Region_4,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,0
3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,Feb,OS_2,Browser_2,Region_3,Traffic_1,Returning_Visitor,0,1,30,886.16666663,0.9,29.538888887666666,1
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,Feb,OS_4,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,94,6995.972222,0.9574468085106383,74.42523640425533,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,OS_2,Browser_2,Region_5,Traffic_1,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,Feb,OS_2,Browser_7,Region_2,Traffic_4,Returning_Visitor,0,0,18,902.0,1.0,50.111111111111114,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,OS_3,Browser_2,Region_3,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_2,Browser_6,Region_1,Traffic_2,Returning_Visitor,0,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,Feb,OS_2,Browser_6,Region_6,Traffic_1,Returning_Visitor,0,0,20,197.3777778,1.0,9.86888889,0
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,Feb,OS_2,Browser_2,Region_3,Traffic_3,Returning_Visitor,0,0,2,43.0,1.0,21.5,1
0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,Feb,OS_2,Browser_4,Region_3,Traffic_2,Returning_Visitor,0,0,8,426.6666667,1.0,53.3333333375,0
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,Feb,OS_2,Browser_4,Region_3,Traffic_3,Returning_Visitor,0,0,3,135.0,1.0,45.0,0
0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,Feb,OS_2,Browser_4,Region_1,Traffic_1,Returning_Visitor,0,0,16,588.3333333,1.0,36.77083333125,0
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,Feb,OS_2,Browser_6,Region_1,Traffic_2,Returning_Visitor,0,1,46,3117.008334,0.782608695652174,67.76105073913044,0
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,Feb,OS_3,Browser_2,Region_3,Traffic_3,Returning_Visitor,0,0,2,76.0,1.0,38.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,1,0,1,0.0,1.0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,Feb,OS_4,Browser_1,Region_1,Traffic_5,Returning_Visitor,1,0,7,208.0,1.0,29.714285714285715,0
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,4,270.0,1.0,67.5,1
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,Feb,OS_2,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,6,39.5,1.0,6.583333333333333,0
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,Feb,OS_3,Browser_2,Region_4,Traffic_1,Returning_Visitor,0,0,12,375.0,1.0,31.25,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,OS_2,Browser_2,Region_2,Traffic_1,Returning_Visitor,1,0,1,0.0,1.0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,Feb,OS_2,Browser_2,Region_2,Traffic_1,Returning_Visitor,0,0,7,150.0,1.0,21.428571428571427,0
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,3,138.0,1.0,46.0,0
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,Feb,OS_4,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,7,337.5,1.0,48.214285714285715,1
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,Feb,OS_1,Browser_1,Region_4,Traffic_2,Returning_Visitor,0,0,19,620.0333333,1.0,32.633333331578946,0
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,17,204.8461538,0.8823529411764706,12.049773752941176,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_2,Returning_Visitor,1,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,2,52.0,1.0,26.0,0
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,Feb,OS_2,Browser_2,Region_1,Traffic_5,New_Visitor,0,0,13,649.25,1.0,49.94230769230769,0
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,Feb,OS_4,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,27,925.3333333,1.0,34.27160493703704,1
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,2,33.0,1.0,16.5,1
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,6,1566.5,1.0,261.0833333333333,1
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,Feb,OS_1,Browser_1,Region_1,Traffic_4,Returning_Visitor,0,0,4,105.0,1.0,26.25,1
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,Feb,OS_2,Browser_4,Region_1,Traffic_7,Returning_Visitor,0,0,8,50.0,0.875,6.25,1
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,Feb,OS_3,Browser_2,Region_3,Traffic_4,Returning_Visitor,0,0,16,644.2,1.0,40.2625,0
3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,Feb,OS_2,Browser_4,Region_1,Traffic_2,Returning_Visitor,0,0,41,2653.5111113300004,0.926829268292683,64.71978320317073,1
4,61.0,0,0.0,19,607.0,0.0,0.026984127,17.53595893,1.0,Feb,OS_1,Browser_1,Region_7,Traffic_4,Returning_Visitor,1,1,23,668.0,0.8260869565217391,29.043478260869566,1
0,0.0,0,0.0,6,415.0,0.0,0.033333333,0.0,0.4,Feb,OS_1,Browser_1,Region_3,Traffic_2,Returning_Visitor,0,0,6,415.0,1.0,69.16666666666667,1
2,31.0,1,16.0,36,2083.530952,0.0,0.01351025,0.0,0.8,Feb,OS_2,Browser_2,Region_4,Traffic_3,Returning_Visitor,0,0,39,2130.530952,0.9230769230769231,54.62899876923077,1
3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,Feb,OS_1,Browser_1,Region_3,Traffic_4,Returning_Visitor,0,0,20,340.1666667,0.85,17.008333335,0
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,Feb,OS_1,Browser_1,Region_7,Traffic_2,Returning_Visitor,0,0,2,27.0,1.0,13.5,0
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,Feb,OS_4,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,10,215.0,0.9,21.5,1
0,0.0,0,0.0,12,162.0,0.05,0.066666667,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,12,162.0,1.0,13.5,0
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,Feb,OS_3,Browser_3,Region_1,Traffic_3,Returning_Visitor,0,0,2,114.0,1.0,57.0,1
6,326.25,4,94.0,128,5062.213753,0.000854701,0.01791847,0.0,0.0,Feb,OS_2,Browser_5,Region_1,Traffic_3,Returning_Visitor,0,0,138,5482.463753,0.927536231884058,39.727998210144925,0
0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,Feb,OS_2,Browser_2,Region_3,Traffic_3,Returning_Visitor,0,0,4,253.0,1.0,63.25,1
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,Feb,OS_2,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,4,0.0,1.0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,OS_1,Browser_1,Region_2,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,1
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,Feb,OS_2,Browser_4,Region_1,Traffic_1,Returning_Visitor,0,0,27,458.5,0.9259259259259259,16.98148148148148,1
0,0.0,1,93.0,30,1045.833333,0.012903226,0.035483871,0.0,0.2,Feb,OS_1,Browser_1,Region_1,Traffic_3,Returning_Visitor,0,0,31,1138.833333,0.967741935483871,36.73655912903226,1
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,Feb,OS_1,Browser_1,Region_1,Traffic_4,Returning_Visitor,1,0,12,317.8333333,1.0,26.486111108333333,0
0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,Feb,OS_3,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,21,1146.333333,1.0,54.587301571428576,1
0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,Feb,OS_2,Browser_2,Region_3,Traffic_1,Returning_Visitor,0,0,11,577.0,1.0,52.45454545454545,1
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,Feb,OS_4,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,8,95.0,1.0,11.875,0
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,Feb,OS_2,Browser_4,Region_9,Traffic_3,Returning_Visitor,0,0,6,301.5,1.0,50.25,0
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,Feb,OS_2,Browser_4,Region_4,Traffic_1,Returning_Visitor,0,0,6,243.0,1.0,40.5,0
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,Feb,OS_2,Browser_2,Region_1,Traffic_2,Returning_Visitor,0,0,4,135.5,1.0,33.875,1
0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,Feb,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,16,517.3333333,0.875,32.33333333125,1
0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,Feb,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,3,41.0,1.0,13.666666666666666,0
0,0.0,0,0.0,11,292.9,0.028,0.11952381,0.0,0.0,Feb,OS_2,Browser_4,Region_3,Traffic_1,Returning_Visitor,0,0,11,292.9,1.0,26.627272727272725,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,9,1238.333333,0.0,0.040740741,0.0,0.4,Feb,OS_2,Browser_2,Region_1,Traffic_3,Returning_Visitor,0,0,9,1238.333333,1.0,137.59259255555557,1
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,Feb,OS_1,Browser_1,Region_8,Traffic_3,Returning_Visitor,0,0,10,225.4666667,1.0,22.54666667,1
4,462.0,0,0.0,51,1873.216667,0.0,0.00754717,0.0,0.6,Feb,OS_2,Browser_2,Region_9,Traffic_3,Returning_Visitor,0,0,55,2335.2166669999997,0.9272727272727272,42.458484854545446,1
0,0.0,0,0.0,3,13.0,0.133333333,0.166666667,0.0,0.0,Feb,OS_2,Browser_4,Region_1,Traffic_1,Returning_Visitor,0,0,3,13.0,1.0,4.333333333333333,0
0,0.0,0,0.0,2,222.0,0.0,0.1,0.0,0.0,Feb,OS_2,Browser_6,Region_1,Traffic_2,Returning_Visitor,1,0,2,222.0,1.0,111.0,0
2,20.0,0,0.0,16,214.8333333,0.0,0.022222222,0.0,0.0,Feb,OS_2,Browser_2,Region_1,Traffic_6,Returning_Visitor,0,0,18,234.8333333,0.8888888888888888,13.046296294444444,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_3,Browser_2,Region_3,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,6,2017.166667,0.0,0.011111111,0.0,0.8,Feb,OS_2,Browser_2,Region_4,Traffic_3,Returning_Visitor,0,0,6,2017.166667,1.0,336.1944445,1
6,111.5,0,0.0,26,449.0277778,0.0,0.018518519,0.0,0.6,Feb,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,32,560.5277778,0.8125,17.51649305625,1
0,0.0,0,0.0,6,158.1666667,0.0,0.033333333,0.0,0.0,Feb,OS_3,Browser_2,Region_4,Traffic_2,Returning_Visitor,0,0,6,158.1666667,1.0,26.361111116666667,0
0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0.0,0.0,Feb,OS_2,Browser_4,Region_5,Traffic_2,Returning_Visitor,0,0,9,303.6666667,1.0,33.740740744444444,0
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,Feb,OS_2,Browser_4,Region_1,Traffic_5,Returning_Visitor,0,0,3,25.0,1.0,8.333333333333334,0
0,0.0,0,0.0,2,42.0,0.05,0.15,0.0,0.4,Feb,OS_2,Browser_2,Region_1,Traffic_4,Returning_Visitor,0,0,2,42.0,1.0,21.0,1
4,103.625,0,0.0,14,1003.416667,0.0,0.018039216,0.0,0.2,Feb,OS_1,Browser_1,Region_3,Traffic_3,Returning_Visitor,0,0,18,1107.041667,0.7777777777777778,61.50231483333333,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,OS_2,Browser_2,Region_7,Traffic_3,Returning_Visitor,0,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,9,272.5,0.0,0.011851852,0.0,0.2,Feb,OS_1,Browser_1,Region_6,Traffic_3,Returning_Visitor,0,0,9,272.5,1.0,30.27777777777778,1
3,19.0,0,0.0,8,344.0,0.0,0.007407407,0.0,0.0,Feb,OS_2,Browser_4,Region_2,Traffic_3,Returning_Visitor,0,0,11,363.0,0.7272727272727273,33.0,0
